,coin,buy_date,buy,sell_date,sell,profit,profit_rate
2,GRS,2018-10-10,680.3399999999999,2018-10-29,569.715,-110.62499999999989,-0.16260252226827748
0,ADA,2018-04-12,220.10999999999999,2018-05-06,383.808,163.698,0.7437099632002182
0,SBD,2018-04-18,3131.565,2018-05-04,3678.1600000000003,546.5950000000003,0.17454371855605752
1,SBD,2018-10-11,1185.5925,2018-10-23,1124.4375,-61.15499999999997,-0.051581804034691495
0,BTG,2018-01-13,489444.6,2018-01-17,247876.0,-241568.59999999998,-0.49355657412503884
1,BTG,2018-09-21,25452.719999999998,2018-10-12,28715.635000000002,3262.9150000000045,0.1281951398514581
2,BTG,2018-11-04,33066.525,2018-11-14,30294.845,-2771.6800000000003,-0.083821326855483
0,ICX,2018-04-19,3666.8325,2018-05-06,4697.650000000001,1030.8175000000006,0.28111933119388477
1,ICX,2018-08-26,1030.5149999999999,2018-10-12,689.6550000000001,-340.8599999999998,-0.3307666555071977
0,EOS,2018-08-29,6823.41,2018-09-05,5932.0325,-891.3774999999996,-0.13063519559868153
1,EOS,2018-11-06,6403.2,2018-12-15,2123.9375,-4279.2625,-0.6683006153173413
0,TRX,2018-10-07,30.6153,2018-10-13,26.986500000000003,-3.6287999999999982,-0.11852897080871323
0,SC,2018-07-17,13.30665,2018-08-19,6.816590000000001,-6.490059999999999,-0.48773057080482307
1,SC,2018-09-01,8.474235,2018-10-12,6.9965,-1.477735,-0.174379752272624
0,ZIL,2018-10-02,43.2216,2018-10-13,37.5812,-5.6404,-0.13049956503229865
0,POLYX,2018-10-09,235.11749999999998,2018-11-05,296.85150000000004,61.734000000000066,0.2625665890459029
0,ZRX,2018-07-17,1375.6875,2018-07-21,1289.355,-86.33249999999998,-0.06275589477988278
1,ZRX,2018-10-07,842.4209999999999,2018-10-28,921.5390000000001,79.11800000000017,0.0939174118403983
0,LOOM,2018-08-30,148.07399999999998,2018-09-06,101.94900000000001,-46.12499999999997,-0.31149965557761644
1,LOOM,2018-09-27,114.05699999999999,2018-10-28,133.93300000000002,19.876000000000033,0.1742637453203226
0,BCH,2018-04-18,949474.5,2018-05-10,1682158.5,732684.0,0.7716731728972184
1,BCH,2018-09-01,687943.7999999999,2018-09-21,559020.35,-128923.44999999995,-0.1874040437605513
2,BCH,2018-09-27,630715.2,2018-10-04,584707.5,-46007.69999999995,-0.07294528497172727
3,BCH,2018-11-03,538969.35,2018-11-13,579110.3,40140.95000000007,0.07447724068168268
0,STMX,2018-04-19,44.2221,2018-05-07,62.26885,18.046750000000003,0.40809346457992735
1,STMX,2018-10-05,9.774885,2018-10-12,8.545725000000001,-1.2291599999999985,-0.12574674791570423
2,STMX,2018-10-24,10.8054,2018-11-08,9.975010000000001,-0.8303899999999995,-0.07684953819386599
0,STRAX,2017-12-24,2021.01,2018-01-01,2209.8945000000003,188.88450000000034,0.09346044799382504
1,STRAX,2018-01-08,3721.8599999999997,2018-01-11,2320.839,-1401.0209999999997,-0.37643033322048647
2,STRAX,2018-09-04,223.11149999999998,2018-09-14,162.41875000000002,-60.69274999999996,-0.2720287838143707
3,STRAX,2018-10-24,190.59525,2018-11-10,167.41625000000002,-23.178999999999974,-0.12161373381550682
4,STRAX,2018-12-19,118.55924999999999,2018-12-31,119.94000000000001,1.3807500000000203,0.011646075696329224
0,GLM,2018-09-01,206.10299999999998,2018-09-16,154.9225,-51.18049999999997,-0.24832486669286702
1,GLM,2018-09-28,175.08749999999998,2018-10-31,192.9035,17.81600000000003,0.10175483686728083
